"Activity" "Subject" "Variable" "Average"
"LAYING" 24 "timeGravityAccelerometerMagnitude-mean" -0.963721156614173
"LAYING" 24 "timeGravityAccelerometerMagnitude-std" -0.9537289497979
"LAYING" 24 "timeBodyAccelerometerJerkMagnitude-mean" -0.980890432703412
"LAYING" 24 "timeBodyAccelerometerJerkMagnitude-std" -0.976479937375328
"LAYING" 24 "timeBodyGyroscopeMagnitude-mean" -0.952238268110236
"LAYING" 24 "timeBodyGyroscopeMagnitude-std" -0.953262564225722
"LAYING" 24 "timeBodyGyroscopeJerkMagnitude-mean" -0.985147069606299
"LAYING" 24 "timeBodyGyroscopeJerkMagnitude-std" -0.980093018635171
"LAYING" 24 "frequencyBodyAccelerometer-mean-X" -0.972202061968504
"LAYING" 24 "frequencyBodyAccelerometer-mean-Y" -0.96036418832021
"LAYING" 24 "frequencyBodyAccelerometer-mean-Z" -0.972122143884514
"LAYING" 24 "frequencyBodyAccelerometer-std-X" -0.968601575879265
"LAYING" 24 "frequencyBodyAccelerometer-std-Y" -0.956779503307087
"LAYING" 24 "frequencyBodyAccelerometer-std-Z" -0.964667060236221
"LAYING" 24 "frequencyBodyAccelerometerJerk-mean-X" -0.981084885301837
"LAYING" 24 "frequencyBodyAccelerometerJerk-mean-Y" -0.972393802965879
"LAYING" 24 "frequencyBodyAccelerometerJerk-mean-Z" -0.979615370446194
"LAYING" 24 "frequencyBodyAccelerometerJerk-std-X" -0.983335545905512
"LAYING" 24 "frequencyBodyAccelerometerJerk-std-Y" -0.97400658488189
"LAYING" 24 "frequencyBodyAccelerometerJerk-std-Z" -0.983407901154856
"LAYING" 24 "frequencyBodyGyroscope-mean-X" -0.97167534191601
"LAYING" 24 "frequencyBodyGyroscope-mean-Y" -0.971629533937008
"LAYING" 24 "frequencyBodyGyroscope-mean-Z" -0.967956725275591
"LAYING" 24 "frequencyBodyGyroscope-std-X" -0.976732284173228
"LAYING" 24 "frequencyBodyGyroscope-std-Y" -0.967898927900262
"LAYING" 24 "frequencyBodyGyroscope-std-Z" -0.971248693464567
"LAYING" 24 "frequencyBodyAccelerometerMagnitude-mean" -0.961192594979003
"LAYING" 24 "frequencyBodyAccelerometerMagnitude-std" -0.956544949608924
"LAYING" 24 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.976725191706037
"LAYING" 24 "frequencyBodyAccelerometerJerkMagnitude-std" -0.975133846850394
"LAYING" 24 "frequencyBodyGyroscopeMagnitude-mean" -0.964077985721785
"LAYING" 24 "frequencyBodyGyroscopeMagnitude-std" -0.954562976587927
"LAYING" 24 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.98107693664042
"LAYING" 24 "frequencyBodyGyroscopeJerkMagnitude-std" -0.980012864671916
"SITTING" 22 "timeBodyAccelerometer-mean-X" 0.251033707977273
"SITTING" 22 "timeBodyAccelerometer-mean-Y" 0.0103250002727273
"SITTING" 22 "timeBodyAccelerometer-mean-Z" -0.0956676115909091
"SITTING" 22 "timeBodyAccelerometer-std-X" -0.972576393636364
"SITTING" 22 "timeBodyAccelerometer-std-Y" -0.900038378636364
"SITTING" 22 "timeBodyAccelerometer-std-Z" -0.923053488181818
"SITTING" 22 "timeGravityAccelerometer-mean-X" 0.890554993636364
"SITTING" 22 "timeGravityAccelerometer-mean-Y" 0.1180255013
"SITTING" 22 "timeGravityAccelerometer-mean-Z" 0.158943524136364
"SITTING" 22 "timeGravityAccelerometer-std-X" -0.956848886818182
"SITTING" 22 "timeGravityAccelerometer-std-Y" -0.917065048636364
"SITTING" 22 "timeGravityAccelerometer-std-Z" -0.923303419090909
"SITTING" 22 "timeBodyAccelerometerJerk-mean-X" 0.0799202691818182
"SITTING" 22 "timeBodyAccelerometerJerk-mean-Y" -0.00438653170909091
"SITTING" 22 "timeBodyAccelerometerJerk-mean-Z" -0.00111823097272727
"SITTING" 22 "timeBodyAccelerometerJerk-std-X" -0.980960038181818
"SITTING" 22 "timeBodyAccelerometerJerk-std-Y" -0.968217873181818
"SITTING" 22 "timeBodyAccelerometerJerk-std-Z" -0.981702255454545
"SITTING" 22 "timeBodyGyroscope-mean-X" -0.0508470873772727
"SITTING" 22 "timeBodyGyroscope-mean-Y" -0.0487313942681818
"SITTING" 22 "timeBodyGyroscope-mean-Z" 0.0798221330454545
"SITTING" 22 "timeBodyGyroscope-std-X" -0.977031470454545
"SITTING" 22 "timeBodyGyroscope-std-Y" -0.955776997727273
"SITTING" 22 "timeBodyGyroscope-std-Z" -0.940273399545455
"SITTING" 22 "timeBodyGyroscopeJerk-mean-X" -0.0903023324090909
"SITTING" 22 "timeBodyGyroscopeJerk-mean-Y" -0.0471357248409091
"SITTING" 22 "timeBodyGyroscopeJerk-mean-Z" -0.0422695673409091
"SITTING" 22 "timeBodyGyroscopeJerk-std-X" -0.986521449090909
"SITTING" 22 "timeBodyGyroscopeJerk-std-Y" -0.984685665909091
"SITTING" 22 "timeBodyGyroscopeJerk-std-Z" -0.980941252272727
"SITTING" 22 "timeBodyAccelerometerMagnitude-mean" -0.922567117727273
"SITTING" 22 "timeBodyAccelerometerMagnitude-std" -0.901318605
"SITTING" 22 "timeGravityAccelerometerMagnitude-mean" -0.922567117727273
"SITTING" 22 "timeGravityAccelerometerMagnitude-std" -0.901318605
"SITTING" 22 "timeBodyAccelerometerJerkMagnitude-mean" -0.979889184545454
"SITTING" 22 "timeBodyAccelerometerJerkMagnitude-std" -0.974548153181818
"SITTING" 22 "timeBodyGyroscopeMagnitude-mean" -0.926635685454545
"SITTING" 22 "timeBodyGyroscopeMagnitude-std" -0.935797351818182
"SITTING" 22 "timeBodyGyroscopeJerkMagnitude-mean" -0.987238326363636
"SITTING" 22 "timeBodyGyroscopeJerkMagnitude-std" -0.982405635909091
"SITTING" 22 "frequencyBodyAccelerometer-mean-X" -0.976138543636364
"SITTING" 22 "frequencyBodyAccelerometer-mean-Y" -0.930806224545455
"SITTING" 22 "frequencyBodyAccelerometer-mean-Z" -0.949771932727273
"SITTING" 22 "frequencyBodyAccelerometer-std-X" -0.971756502727273
"SITTING" 22 "frequencyBodyAccelerometer-std-Y" -0.892914224090909
"SITTING" 22 "frequencyBodyAccelerometer-std-Z" -0.915788191363636
"SITTING" 22 "frequencyBodyAccelerometerJerk-mean-X" -0.981209896818182
"SITTING" 22 "frequencyBodyAccelerometerJerk-mean-Y" -0.968250438181818
"SITTING" 22 "frequencyBodyAccelerometerJerk-mean-Z" -0.978697470454545
"SITTING" 22 "frequencyBodyAccelerometerJerk-std-X" -0.98242872
"SITTING" 22 "frequencyBodyAccelerometerJerk-std-Y" -0.970565852272727
"SITTING" 22 "frequencyBodyAccelerometerJerk-std-Z" -0.983367976818182
"SITTING" 22 "frequencyBodyGyroscope-mean-X" -0.973373636363636
"SITTING" 22 "frequencyBodyGyroscope-mean-Y" -0.963660888181818
"SITTING" 22 "frequencyBodyGyroscope-mean-Z" -0.946395164545455
"SITTING" 22 "frequencyBodyGyroscope-std-X" -0.978275780454545
"SITTING" 22 "frequencyBodyGyroscope-std-Y" -0.952046841818182
"SITTING" 22 "frequencyBodyGyroscope-std-Z" -0.944060716818182
"SITTING" 22 "frequencyBodyAccelerometerMagnitude-mean" -0.936858386363636
"SITTING" 22 "frequencyBodyAccelerometerMagnitude-std" -0.901210702727273
"SITTING" 22 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.974842368636364
"SITTING" 22 "frequencyBodyAccelerometerJerkMagnitude-std" -0.973228159545454
"SITTING" 22 "frequencyBodyGyroscopeMagnitude-mean" -0.953148771818182
"SITTING" 22 "frequencyBodyGyroscopeMagnitude-std" -0.936270161818182
"SITTING" 22 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.983538418181818
"SITTING" 22 "frequencyBodyGyroscopeJerkMagnitude-std" -0.981914655
"SITTING" 23 "timeBodyAccelerometer-mean-X" 0.269834390905914
"SITTING" 23 "timeBodyAccelerometer-mean-Y" -0.0137323399137903
"SITTING" 23 "timeBodyAccelerometer-mean-Z" -0.101249052603495
"SITTING" 23 "timeBodyAccelerometer-std-X" -0.981045982016129
"SITTING" 23 "timeBodyAccelerometer-std-Y" -0.92629624730914
"SITTING" 23 "timeBodyAccelerometer-std-Z" -0.926004224365591
"SITTING" 23 "timeGravityAccelerometer-mean-X" 0.884703540564516
"SITTING" 23 "timeGravityAccelerometer-mean-Y" 0.0989612470418011
"SITTING" 23 "timeGravityAccelerometer-mean-Z" 0.143183881676505
"SITTING" 23 "timeGravityAccelerometer-std-X" -0.978609290564516
"SITTING" 23 "timeGravityAccelerometer-std-Y" -0.956478619758064
"SITTING" 23 "timeGravityAccelerometer-std-Z" -0.944423471212366
"SITTING" 23 "timeBodyAccelerometerJerk-mean-X" 0.0758191130147849
"SITTING" 23 "timeBodyAccelerometerJerk-mean-Y" 0.00596528439766183
"SITTING" 23 "timeBodyAccelerometerJerk-mean-Z" -0.00555299232430108
"SITTING" 23 "timeBodyAccelerometerJerk-std-X" -0.982727278575269
"SITTING" 23 "timeBodyAccelerometerJerk-std-Y" -0.971287553709677
"SITTING" 23 "timeBodyAccelerometerJerk-std-Z" -0.980032669865591
"SITTING" 23 "timeBodyGyroscope-mean-X" -0.0336649699425269
"SITTING" 23 "timeBodyGyroscope-mean-Y" -0.0818291791847581
"SITTING" 23 "timeBodyGyroscope-mean-Z" 0.0905167248219355
"SITTING" 23 "timeBodyGyroscope-std-X" -0.978755240672043
"SITTING" 23 "timeBodyGyroscope-std-Y" -0.961868594489247
"SITTING" 23 "timeBodyGyroscope-std-Z" -0.954434970456989
"SITTING" 23 "timeBodyGyroscopeJerk-mean-X" -0.0975681472043011
"SITTING" 23 "timeBodyGyroscopeJerk-mean-Y" -0.0392309223382796
"SITTING" 23 "timeBodyGyroscopeJerk-mean-Z" -0.0552972094250806
"SITTING" 23 "timeBodyGyroscopeJerk-std-X" -0.98254338983871
"SITTING" 23 "timeBodyGyroscopeJerk-std-Y" -0.984558759408602
"SITTING" 23 "timeBodyGyroscopeJerk-std-Z" -0.981499251747312
"SITTING" 23 "timeBodyAccelerometerMagnitude-mean" -0.948117605806452
"SITTING" 23 "timeBodyAccelerometerMagnitude-std" -0.930523077983871
"SITTING" 23 "timeGravityAccelerometerMagnitude-mean" -0.948117605806452
"SITTING" 23 "timeGravityAccelerometerMagnitude-std" -0.930523077983871
"SITTING" 23 "timeBodyAccelerometerJerkMagnitude-mean" -0.979941356370968
"SITTING" 23 "timeBodyAccelerometerJerkMagnitude-std" -0.976631443360215
"SITTING" 23 "timeBodyGyroscopeMagnitude-mean" -0.947639313951613
"SITTING" 23 "timeBodyGyroscopeMagnitude-std" -0.947518312817204
"SITTING" 23 "timeBodyGyroscopeJerkMagnitude-mean" -0.985659642446237
"SITTING" 23 "timeBodyGyroscopeJerkMagnitude-std" -0.982570350860215
"SITTING" 23 "frequencyBodyAccelerometer-mean-X" -0.980829502446237
"SITTING" 23 "frequencyBodyAccelerometer-mean-Y" -0.942493999811828
"SITTING" 23 "frequencyBodyAccelerometer-mean-Z" -0.948968752774194
"SITTING" 23 "frequencyBodyAccelerometer-std-X" -0.981326647903226
"SITTING" 23 "frequencyBodyAccelerometer-std-Y" -0.923200294172043
"SITTING" 23 "frequencyBodyAccelerometer-std-Z" -0.920282900621505
"SITTING" 23 "frequencyBodyAccelerometerJerk-mean-X" -0.983117557311828
"SITTING" 23 "frequencyBodyAccelerometerJerk-mean-Y" -0.971706651747312
"SITTING" 23 "frequencyBodyAccelerometerJerk-mean-Z" -0.977315509462366
"SITTING" 23 "frequencyBodyAccelerometerJerk-std-X" -0.983890537553763
"SITTING" 23 "frequencyBodyAccelerometerJerk-std-Y" -0.97294247327957
"SITTING" 23 "frequencyBodyAccelerometerJerk-std-Z" -0.981357014193548
"SITTING" 23 "frequencyBodyGyroscope-mean-X" -0.974436665080645
"SITTING" 23 "frequencyBodyGyroscope-mean-Y" -0.969543165833333
"SITTING" 23 "frequencyBodyGyroscope-mean-Z" -0.959223824435484
"SITTING" 23 "frequencyBodyGyroscope-std-X" -0.98029976327957
"SITTING" 23 "frequencyBodyGyroscope-std-Y" -0.958429763494624
"SITTING" 23 "frequencyBodyGyroscope-std-Z" -0.957371101639785
"SITTING" 23 "frequencyBodyAccelerometerMagnitude-mean" -0.94573691852957
"SITTING" 23 "frequencyBodyAccelerometerMagnitude-std" -0.933611621397849
"SITTING" 23 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.976657095591398
"SITTING" 23 "frequencyBodyAccelerometerJerkMagnitude-std" -0.975607376639785
"SITTING" 23 "frequencyBodyGyroscopeMagnitude-mean" -0.962732608306452
"SITTING" 23 "frequencyBodyGyroscopeMagnitude-std" -0.947592041365591
"SITTING" 23 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.983475092446237
"SITTING" 23 "frequencyBodyGyroscopeJerkMagnitude-std" -0.98244079016129
"SITTING" 25 "timeBodyAccelerometer-mean-X" 0.27623283405868
"SITTING" 25 "timeBodyAccelerometer-mean-Y" -0.0148499589189731
"SITTING" 25 "timeBodyAccelerometer-mean-Z" -0.108762869022005
"SITTING" 25 "timeBodyAccelerometer-std-X" -0.985847132127139
"SITTING" 25 "timeBodyAccelerometer-std-Y" -0.942306623186626
"SITTING" 25 "timeBodyAccelerometer-std-Z" -0.946728139875306
"SITTING" 25 "timeGravityAccelerometer-mean-X" 0.886821081295843
"SITTING" 25 "timeGravityAccelerometer-mean-Y" 0.0949050633015844
"SITTING" 25 "timeGravityAccelerometer-mean-Z" 0.180372040897531
"SITTING" 25 "timeGravityAccelerometer-std-X" -0.98176936794621
"SITTING" 25 "timeGravityAccelerometer-std-Y" -0.961449130872861
"SITTING" 25 "timeGravityAccelerometer-std-Z" -0.949615670799511
"SITTING" 25 "timeBodyAccelerometerJerk-mean-X" 0.0745651844323472
"SITTING" 25 "timeBodyAccelerometerJerk-mean-Y" 0.0113509854604621
"SITTING" 25 "timeBodyAccelerometerJerk-mean-Z" 0.00237149212055257
"SITTING" 25 "timeBodyAccelerometerJerk-std-X" -0.987022666748166
"SITTING" 25 "timeBodyAccelerometerJerk-std-Y" -0.976250319315403
"SITTING" 25 "timeBodyAccelerometerJerk-std-Z" -0.98419911594132
"SITTING" 25 "timeBodyGyroscope-mean-X" -0.0407289163787286
"SITTING" 25 "timeBodyGyroscope-mean-Y" -0.0721444088327628
"SITTING" 25 "timeBodyGyroscope-mean-Z" 0.0492065207408313
"SITTING" 25 "timeBodyGyroscope-std-X" -0.982949339853301
"SITTING" 25 "timeBodyGyroscope-std-Y" -0.973336606772616
"SITTING" 25 "timeBodyGyroscope-std-Z" -0.959338184254279
"SITTING" 25 "timeBodyGyroscopeJerk-mean-X" -0.0942571204865526
"SITTING" 25 "timeBodyGyroscopeJerk-mean-Y" -0.0404325188196577
"SITTING" 25 "timeBodyGyroscopeJerk-mean-Z" -0.0447801707513447
"SITTING" 25 "timeBodyGyroscopeJerk-std-X" -0.987531230953545
"SITTING" 25 "timeBodyGyroscopeJerk-std-Y" -0.988059700268949
"SITTING" 25 "timeBodyGyroscopeJerk-std-Z" -0.985744258557457
"SITTING" 25 "timeBodyAccelerometerMagnitude-mean" -0.960572523789731
"SITTING" 25 "timeBodyAccelerometerMagnitude-std" -0.947150773137408
"SITTING" 25 "timeGravityAccelerometerMagnitude-mean" -0.960572523789731
"SITTING" 25 "timeGravityAccelerometerMagnitude-std" -0.947150773137408
"SITTING" 25 "timeBodyAccelerometerJerkMagnitude-mean" -0.984493551466993
"SITTING" 25 "timeBodyAccelerometerJerkMagnitude-std" -0.98151223806846
"SITTING" 25 "timeBodyGyroscopeMagnitude-mean" -0.946605283349633
"SITTING" 25 "timeBodyGyroscopeMagnitude-std" -0.956018613716381
"SITTING" 25 "timeBodyGyroscopeJerkMagnitude-mean" -0.98952167599022
"SITTING" 25 "timeBodyGyroscopeJerkMagnitude-std" -0.986506295452323
"SITTING" 25 "frequencyBodyAccelerometer-mean-X" -0.985169476894866
"SITTING" 25 "frequencyBodyAccelerometer-mean-Y" -0.953225817726161
"SITTING" 25 "frequencyBodyAccelerometer-mean-Z" -0.961468128337408
"SITTING" 25 "frequencyBodyAccelerometer-std-X" -0.986231053814181
"SITTING" 25 "frequencyBodyAccelerometer-std-Y" -0.940344454799511
"SITTING" 25 "frequencyBodyAccelerometer-std-Z" -0.942963285158924
"SITTING" 25 "frequencyBodyAccelerometerJerk-mean-X" -0.987090337652812
"SITTING" 25 "frequencyBodyAccelerometerJerk-mean-Y" -0.976295315892421
"SITTING" 25 "frequencyBodyAccelerometerJerk-mean-Z" -0.981551268777506
"SITTING" 25 "frequencyBodyAccelerometerJerk-std-X" -0.988172210757946
"SITTING" 25 "frequencyBodyAccelerometerJerk-std-Y" -0.978012109779951
"SITTING" 25 "frequencyBodyAccelerometerJerk-std-Z" -0.985489037139364
"SITTING" 25 "frequencyBodyGyroscope-mean-X" -0.979215269608802
"SITTING" 25 "frequencyBodyGyroscope-mean-Y" -0.976926841784841
"SITTING" 25 "frequencyBodyGyroscope-mean-Z" -0.962070652102689
"SITTING" 25 "frequencyBodyGyroscope-std-X" -0.984194128337408
"SITTING" 25 "frequencyBodyGyroscope-std-Y" -0.971661844449878
"SITTING" 25 "frequencyBodyGyroscope-std-Z" -0.962269986185819
"SITTING" 25 "frequencyBodyAccelerometerMagnitude-mean" -0.957502054229829
"SITTING" 25 "frequencyBodyAccelerometerMagnitude-std" -0.949798658415648
"SITTING" 25 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.980992347628362
"SITTING" 25 "frequencyBodyAccelerometerJerkMagnitude-std" -0.981112159266504
"SITTING" 25 "frequencyBodyGyroscopeMagnitude-mean" -0.967575345550122
"SITTING" 25 "frequencyBodyGyroscopeMagnitude-std" -0.956423639633252
"SITTING" 25 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.987006916919315
"SITTING" 25 "frequencyBodyGyroscopeJerkMagnitude-std" -0.98651503608802
"SITTING" 26 "timeBodyAccelerometer-mean-X" 0.27607723092602
"SITTING" 26 "timeBodyAccelerometer-mean-Y" -0.0112616555124745
"SITTING" 26 "timeBodyAccelerometer-mean-Z" -0.10485294313699
"SITTING" 26 "timeBodyAccelerometer-std-X" -0.98371781630102
"SITTING" 26 "timeBodyAccelerometer-std-Y" -0.932758452408163
"SITTING" 26 "timeBodyAccelerometer-std-Z" -0.937844196173469
"SITTING" 26 "timeGravityAccelerometer-mean-X" 0.880208331479592
"SITTING" 26 "timeGravityAccelerometer-mean-Y" 0.122406168935714
"SITTING" 26 "timeGravityAccelerometer-mean-Z" 0.140917865046837
"SITTING" 26 "timeGravityAccelerometer-std-X" -0.979401481709184
"SITTING" 26 "timeGravityAccelerometer-std-Y" -0.953629000737245
"SITTING" 26 "timeGravityAccelerometer-std-Z" -0.944536498193878
"SITTING" 26 "timeBodyAccelerometerJerk-mean-X" 0.0749982471370663
"SITTING" 26 "timeBodyAccelerometerJerk-mean-Y" -0.000835177113528061
"SITTING" 26 "timeBodyAccelerometerJerk-mean-Z" -0.00253503473012245
"SITTING" 26 "timeBodyAccelerometerJerk-std-X" -0.985669592959184
"SITTING" 26 "timeBodyAccelerometerJerk-std-Y" -0.973852809285714
"SITTING" 26 "timeBodyAccelerometerJerk-std-Z" -0.981664043979592
"SITTING" 26 "timeBodyGyroscope-mean-X" -0.0378554798721173
"SITTING" 26 "timeBodyGyroscope-mean-Y" -0.0660442514969388
"SITTING" 26 "timeBodyGyroscope-mean-Z" 0.0901353188168878
"SITTING" 26 "timeBodyGyroscope-std-X" -0.98014563877551
"SITTING" 26 "timeBodyGyroscope-std-Y" -0.966754369234694
"SITTING" 26 "timeBodyGyroscope-std-Z" -0.958837524132653
"SITTING" 26 "timeBodyGyroscopeJerk-mean-X" -0.0952300890571429
"SITTING" 26 "timeBodyGyroscopeJerk-mean-Y" -0.0419255934897704
"SITTING" 26 "timeBodyGyroscopeJerk-mean-Z" -0.0517106461823469
"SITTING" 26 "timeBodyGyroscopeJerk-std-X" -0.986265959540816
"SITTING" 26 "timeBodyGyroscopeJerk-std-Y" -0.986855743188776
"SITTING" 26 "timeBodyGyroscopeJerk-std-Z" -0.983883687066327
"SITTING" 26 "timeBodyAccelerometerMagnitude-mean" -0.954246848877551
"SITTING" 26 "timeBodyAccelerometerMagnitude-std" -0.936072647920918
"SITTING" 26 "timeGravityAccelerometerMagnitude-mean" -0.954246848877551
"SITTING" 26 "timeGravityAccelerometerMagnitude-std" -0.936072647920918
"SITTING" 26 "timeBodyAccelerometerJerkMagnitude-mean" -0.982582616632653
"SITTING" 26 "timeBodyAccelerometerJerkMagnitude-std" -0.978324195382653
"SITTING" 26 "timeBodyGyroscopeMagnitude-mean" -0.94578860627551
"SITTING" 26 "timeBodyGyroscopeMagnitude-std" -0.950064243469388
"SITTING" 26 "timeBodyGyroscopeJerkMagnitude-mean" -0.988337792882653
"SITTING" 26 "timeBodyGyroscopeJerkMagnitude-std" -0.984543881096939
"SITTING" 26 "frequencyBodyAccelerometer-mean-X" -0.983326030331633
"SITTING" 26 "frequencyBodyAccelerometer-mean-Y" -0.945271616367347
"SITTING" 26 "frequencyBodyAccelerometer-mean-Z" -0.956334735204082
"SITTING" 26 "frequencyBodyAccelerometer-std-X" -0.984045182704082
"SITTING" 26 "frequencyBodyAccelerometer-std-Y" -0.930728107813775
"SITTING" 26 "frequencyBodyAccelerometer-std-Z" -0.93305029175
"SITTING" 26 "frequencyBodyAccelerometerJerk-mean-X" -0.985870485280612
"SITTING" 26 "frequencyBodyAccelerometerJerk-mean-Y" -0.973935439158163
"SITTING" 26 "frequencyBodyAccelerometerJerk-mean-Z" -0.978953422346939
"SITTING" 26 "frequencyBodyAccelerometerJerk-std-X" -0.98678484744898
"SITTING" 26 "frequencyBodyAccelerometerJerk-std-Y" -0.975779869183673
"SITTING" 26 "frequencyBodyAccelerometerJerk-std-Z" -0.98300513619898
"SITTING" 26 "frequencyBodyGyroscope-mean-X" -0.976611168903061
"SITTING" 26 "frequencyBodyGyroscope-mean-Y" -0.972034142219388
"SITTING" 26 "frequencyBodyGyroscope-mean-Z" -0.960642389056122
"SITTING" 26 "frequencyBodyGyroscope-std-X" -0.981440282397959
"SITTING" 26 "frequencyBodyGyroscope-std-Y" -0.964298733112245
"SITTING" 26 "frequencyBodyGyroscope-std-Z" -0.962135588469388
"SITTING" 26 "frequencyBodyAccelerometerMagnitude-mean" -0.949948130581633
"SITTING" 26 "frequencyBodyAccelerometerMagnitude-std" -0.938988187196429
"SITTING" 26 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.978359524107143
"SITTING" 26 "frequencyBodyAccelerometerJerkMagnitude-std" -0.977259916045918
"SITTING" 26 "frequencyBodyGyroscopeMagnitude-mean" -0.962524509005102
"SITTING" 26 "frequencyBodyGyroscopeMagnitude-std" -0.95105071502551
"SITTING" 26 "frequencyBodyGyroscopeJerkMagnitude-mean" -0.985319875331633
"SITTING" 26 "frequencyBodyGyroscopeJerkMagnitude-std" -0.984348349132653
"SITTING" 27 "timeBodyAccelerometer-mean-X" 0.270435829784574
"SITTING" 27 "timeBodyAccelerometer-mean-Y" -0.0126125083513564
"SITTING" 27 "timeBodyAccelerometer-mean-Z" -0.106174394163032
"SITTING" 27 "timeBodyAccelerometer-std-X" -0.982247201542553
"SITTING" 27 "timeBodyAccelerometer-std-Y" -0.935561099917553
"SITTING" 27 "timeBodyAccelerometer-std-Z" -0.948179340797872
"SITTING" 27 "timeGravityAccelerometer-mean-X" 0.849711106941489
"SITTING" 27 "timeGravityAccelerometer-mean-Y" 0.125009687224853
"SITTING" 27 "timeGravityAccelerometer-mean-Z" 0.190718377070745
"SITTING" 27 "timeGravityAccelerometer-std-X" -0.977950694707447
"SITTING" 27 "timeGravityAccelerometer-std-Y" -0.957973340178191
"SITTING" 27 "timeGravityAccelerometer-std-Z" -0.953114664468085
"SITTING" 27 "timeBodyAccelerometerJerk-mean-X" 0.0772145431571808
"SITTING" 27 "timeBodyAccelerometerJerk-mean-Y" 0.00517219705631383
"SITTING" 27 "timeBodyAccelerometerJerk-mean-Z" -0.00341582768565691
"SITTING" 27 "timeBodyAccelerometerJerk-std-X" -0.984425293005319
"SITTING" 27 "timeBodyAccelerometerJerk-std-Y" -0.974071672819149
"SITTING" 27 "timeBodyAccelerometerJerk-std-Z" -0.983154437234042
"SITTING" 27 "timeBodyGyroscope-mean-X" -0.0393536820454787
"SITTING" 27 "timeBodyGyroscope-mean-Y" -0.069746559731117
"SITTING" 27 "timeBodyGyroscope-mean-Z" 0.0837833286181915
"SITTING" 27 "timeBodyGyroscope-std-X" -0.981796098484043
"SITTING" 27 "timeBodyGyroscope-std-Y" -0.966701668457447
"SITTING" 27 "timeBodyGyroscope-std-Z" -0.958860565239362
"SITTING" 27 "timeBodyGyroscopeJerk-mean-X" -0.0959990169308511
"SITTING" 27 "timeBodyGyroscopeJerk-mean-Y" -0.0412328646117553
"SITTING" 27 "timeBodyGyroscopeJerk-mean-Z" -0.0525608556768032
"SITTING" 27 "timeBodyGyroscopeJerk-std-X" -0.985631322553192
"SITTING" 27 "timeBodyGyroscopeJerk-std-Y" -0.986606217632979
"SITTING" 27 "timeBodyGyroscopeJerk-std-Z" -0.983528316489362
"SITTING" 27 "timeBodyAccelerometerMagnitude-mean" -0.957061817845745
"SITTING" 27 "timeBodyAccelerometerMagnitude-std" -0.942529000494681
"SITTING" 27 "timeGravityAccelerometerMagnitude-mean" -0.957061817845745
"SITTING" 27 "timeGravityAccelerometerMagnitude-std" -0.942529000494681
"SITTING" 27 "timeBodyAccelerometerJerkMagnitude-mean" -0.982519740265957
"SITTING" 27 "timeBodyAccelerometerJerkMagnitude-std" -0.97927749606383
"SITTING" 27 "timeBodyGyroscopeMagnitude-mean" -0.946677057765957
"SITTING" 27 "timeBodyGyroscopeMagnitude-std" -0.952011543882979
"SITTING" 27 "timeBodyGyroscopeJerkMagnitude-mean" -0.987752853324468
"SITTING" 27 "timeBodyGyroscopeJerkMagnitude-std" -0.984716950611702
"SITTING" 27 "frequencyBodyAccelerometer-mean-X" -0.982082010718085
"SITTING" 27 "frequencyBodyAccelerometer-mean-Y" -0.947837391755319
"SITTING" 27 "frequencyBodyAccelerometer-mean-Z" -0.961532471223404
"SITTING" 27 "frequencyBodyAccelerometer-std-X" -0.982473396595745
"SITTING" 27 "frequencyBodyAccelerometer-std-Y" -0.933388476341489
"SITTING" 27 "frequencyBodyAccelerometer-std-Z" -0.944800512925532
"SITTING" 27 "frequencyBodyAccelerometerJerk-mean-X" -0.984603935159574
"SITTING" 27 "frequencyBodyAccelerometerJerk-mean-Y" -0.974147681675532
"SITTING" 27 "frequencyBodyAccelerometerJerk-mean-Z" -0.980392912712766
"SITTING" 27 "frequencyBodyAccelerometerJerk-std-X" -0.985676522712766
"SITTING" 27 "frequencyBodyAccelerometerJerk-std-Y" -0.975937496196808
"SITTING" 27 "frequencyBodyAccelerometerJerk-std-Z" -0.984578059494681
"SITTING" 27 "frequencyBodyGyroscope-mean-X" -0.978126021542553
"SITTING" 27 "frequencyBodyGyroscope-mean-Y" -0.972344757287234
"SITTING" 27 "frequencyBodyGyroscope-mean-Z" -0.961215904015957
"SITTING" 27 "frequencyBodyGyroscope-std-X" -0.983053848111702
"SITTING" 27 "frequencyBodyGyroscope-std-Y" -0.963990647260638
"SITTING" 27 "frequencyBodyGyroscope-std-Z" -0.961970171835106
"SITTING" 27 "frequencyBodyAccelerometerMagnitude-mean" -0.953872406755319
"SITTING" 27 "frequencyBodyAccelerometerMagnitude-std" -0.945290086869681
"SITTING" 27 "frequencyBodyAccelerometerJerkMagnitude-mean" -0.97895284412234
"SITTING" 27 "frequencyBodyAccelerometerJerkMagnitude-std" -0.978632862925532
